Tri,Année,Périmètre juridique,Legal perimeter,Périmètre spatial,country,Filière,Sector,Type d'énergie,Type of energy,Production,Unité ,Méthode de consolidation,Consolidation method,city,lat,lng,population
393.0,20190.0,Groupe EDF,EDF group,France,France,Autres ENR,Other Renewable Energies,Chaleur,Heat,8479.3125536,GWh,Nette,Net,Paris,48.8667,2.3333,9904000.0
38.0,20220.0,Groupe EDF,EDF group,Grèce,Greece,Gaz,Gas,Électrique,Electric,1570.8301106685,GWh,Nette,Net,Athens,37.9833,23.7333,3242000.0
39.0,20220.0,Groupe EDF,EDF group,Grèce,Greece,Éolienne,Wind,Électrique,Electric,506.721865774619,GWh,Nette,Net,Athens,37.9833,23.7333,3242000.0
40.0,20220.0,Groupe EDF,EDF group,Grèce,Greece,Solaire,Solar,Électrique,Electric,73.8371193999999,GWh,Nette,Net,Athens,37.9833,23.7333,3242000.0
136.0,20210.0,Groupe EDF,EDF group,Grèce,Greece,Gaz,gas,Électrique,Electric,1834.07063205,GWh,Nette,Net,Athens,37.9833,23.7333,3242000.0
137.0,20210.0,Groupe EDF,EDF group,Grèce,Greece,Éolienne,Wind,Électrique,Electric,509.05868721103,GWh,Nette,Net,Athens,37.9833,23.7333,3242000.0
138.0,20210.0,Groupe EDF,EDF group,Grèce,Greece,Solaire,Solar,Électrique,Electric,18.578882,GWh,Nette,Net,Athens,37.9833,23.7333,3242000.0
230.0,20200.0,Groupe EDF,EDF group,Grèce,Greece,Gaz,Gas,Électrique,Electric,1607.71109725,GWh,Nette,Net,Athens,37.9833,23.7333,3242000.0
250.0,20200.0,Groupe EDF,EDF group,Grèce,Greece,Éolienne,Wind,Électrique,Electric,508.248,GWh,Nette,Net,Athens,37.9833,23.7333,3242000.0
265.0,20200.0,Groupe EDF,EDF group,Grèce,Greece,Solaire,Solar,Électrique,Electric,20.167,GWh,Nette,Net,Athens,37.9833,23.7333,3242000.0
330.0,20190.0,Groupe EDF,EDF group,Grèce,Greece,Gaz,Gas,Électrique,Electric,1423.3547,GWh,Nette,Net,Athens,37.9833,23.7333,3242000.0
349.0,20190.0,Groupe EDF,EDF group,Grèce,Greece,Éolienne,Wind,Électrique,Electric,521.497,GWh,Nette,Net,Athens,37.9833,23.7333,3242000.0
365.0,20190.0,Groupe EDF,EDF group,Grèce,Greece,Solaire,Solar,Électrique,Electric,18.645,GWh,Nette,Net,Athens,37.9833,23.7333,3242000.0
41.0,20220.0,Groupe EDF,EDF group,Inde,India,Éolienne,Wind,Électrique,Electric,642.8216,GWh,Nette,Net,Mumbai,19.017,72.857,18978000.0
42.0,20220.0,Groupe EDF,EDF group,Inde,India,Solaire,Solar,Électrique,Electric,541.730932499999,GWh,Nette,Net,Mumbai,19.017,72.857,18978000.0
139.0,20210.0,Groupe EDF,EDF group,Inde,India,Éolienne,Wind,Électrique,Electric,513.8141,GWh,Nette,Net,Mumbai,19.017,72.857,18978000.0
140.0,20210.0,Groupe EDF,EDF group,Inde,India,Solaire,Solar,Électrique,Electric,275.64825675,GWh,Nette,Net,Mumbai,19.017,72.857,18978000.0
251.0,20200.0,Groupe EDF,EDF group,Inde,India,Éolienne,Wind,Électrique,Electric,462.877,GWh,Nette,Net,Mumbai,19.017,72.857,18978000.0
266.0,20200.0,Groupe EDF,EDF group,Inde,India,Solaire,Solar,Électrique,Electric,157.207,GWh,Nette,Net,Mumbai,19.017,72.857,18978000.0
350.0,20190.0,Groupe EDF,EDF group,Inde,India,Éolienne,Wind,Électrique,Electric,305.601,GWh,Nette,Net,Mumbai,19.017,72.857,18978000.0
366.0,20190.0,Groupe EDF,EDF group,Inde,India,Solaire,Solar,Électrique,Electric,169.427,GWh,Nette,Net,Mumbai,19.017,72.857,18978000.0
43.0,20220.0,Groupe EDF,EDF group,Israël,Israel,Solaire,Solar,Électrique,Electric,583.920865337999,GWh,Nette,Net,Tel Aviv-Yafo,32.08,34.77,3112000.0
141.0,20210.0,Groupe EDF,EDF group,Israël,Israel,Solaire,Solar,Électrique,Electric,495.00525894,GWh,Nette,Net,Tel Aviv-Yafo,32.08,34.77,3112000.0
267.0,20200.0,Groupe EDF,EDF group,Israël,Israel,Solaire,Solar,Électrique,Electric,373.695,GWh,Nette,Net,Tel Aviv-Yafo,32.08,34.77,3112000.0
367.0,20190.0,Groupe EDF,EDF group,Israël,Israel,Solaire,Solar,Électrique,Electric,398.586,GWh,Nette,Net,Tel Aviv-Yafo,32.08,34.77,3112000.0
44.0,20220.0,Groupe EDF,EDF group,Italie,Italy,Gaz,Gas,Électrique,Electric,15782.6176153403,GWh,Nette,Net,Rome,41.896,12.4833,3339000.0
45.0,20220.0,Groupe EDF,EDF group,Italie,Italy,Hydraulique,Hydraulic,Électrique,Electric,1528.1519126507,GWh,Nette,Net,Rome,41.896,12.4833,3339000.0
46.0,20220.0,Groupe EDF,EDF group,Italie,Italy,Éolienne,Wind,Électrique,Electric,896.644733268748,GWh,Nette,Net,Rome,41.896,12.4833,3339000.0
47.0,20220.0,Groupe EDF,EDF group,Italie,Italy,Solaire,Solar,Électrique,Electric,57.9984733902504,GWh,Nette,Net,Rome,41.896,12.4833,3339000.0
48.0,20220.0,Groupe EDF,EDF group,Italie,Italy,Biomasse,Biomass,Électrique,Electric,18.7490010567,GWh,Nette,Net,Rome,41.896,12.4833,3339000.0
49.0,20220.0,Groupe EDF,EDF group,Italie,Italy,Divers,Various,Électrique,Electric,37.748028297,GWh,Nette,Net,Rome,41.896,12.4833,3339000.0
50.0,20220.0,Groupe EDF,EDF group,Italie,Italy,Fioul,Fioul,Chaleur,Heat,0.1765255,GWh,Nette,Net,Rome,41.896,12.4833,3339000.0
51.0,20220.0,Groupe EDF,EDF group,Italie,Italy,Gaz,Gas,Chaleur,Heat,2354.82029694584,GWh,Nette,Net,Rome,41.896,12.4833,3339000.0
52.0,20220.0,Groupe EDF,EDF group,Italie,Italy,Autres ENR,Other Renewable Energies,Chaleur,Heat,62.985594,GWh,Nette,Net,Rome,41.896,12.4833,3339000.0
142.0,20210.0,Groupe EDF,EDF group,Italie,Italy,Gaz,Gas,Électrique,Electric,12367.0822525502,GWh,Nette,Net,Rome,41.896,12.4833,3339000.0
143.0,20210.0,Groupe EDF,EDF group,Italie,Italy,Hydraulique,Hydraulic,Électrique,Electric,2810.61188441179,GWh,Nette,Net,Rome,41.896,12.4833,3339000.0
144.0,20210.0,Groupe EDF,EDF group,Italie,Italy,Éolienne,Wind,Électrique,Electric,1478.72093,GWh,Nette,Net,Rome,41.896,12.4833,3339000.0
145.0,20210.0,Groupe EDF,EDF group,Italie,Italy,Solaire,Solar,Électrique,Electric,102.232557,GWh,Nette,Net,Rome,41.896,12.4833,3339000.0
146.0,20210.0,Groupe EDF,EDF group,Italie,Italy,Biomasse,Biomass,Électrique,Electric,18.2961393,GWh,Nette,Net,Rome,41.896,12.4833,3339000.0
147.0,20210.0,Groupe EDF,EDF group,Italie,Italy,Divers,Various,Électrique,Electric,32.61783126,GWh,Nette,Net,Rome,41.896,12.4833,3339000.0
148.0,20210.0,Groupe EDF,EDF group,Italie,Italy,Fioul,Fioul,Chaleur,Heat,0.261985070406,GWh,Nette,Net,Rome,41.896,12.4833,3339000.0
149.0,20210.0,Groupe EDF,EDF group,Italie,Italy,Gaz,Gas,Chaleur,Heat,2884.812111,GWh,Nette,Net,Rome,41.896,12.4833,3339000.0
150.0,20210.0,Groupe EDF,EDF group,Italie,Italy,Autres ENR,Other Renewable Energies,Chaleur,Heat,70.008721075038,GWh,Nette,Net,Rome,41.896,12.4833,3339000.0
231.0,20200.0,Groupe EDF,EDF group,Italie,Italy,Gaz,Gas,Électrique,Electric,13457.6964766,GWh,Nette,Net,Rome,41.896,12.4833,3339000.0
240.0,20200.0,Groupe EDF,EDF group,Italie,Italy,Hydraulique,Hydraulic,Électrique,Electric,3130.3704745,GWh,Nette,Net,Rome,41.896,12.4833,3339000.0
252.0,20200.0,Groupe EDF,EDF group,Italie,Italy,Éolienne,Wind,Électrique,Electric,743.949074885,GWh,Nette,Net,Rome,41.896,12.4833,3339000.0
268.0,20200.0,Groupe EDF,EDF group,Italie,Italy,Solaire,Solar,Électrique,Electric,104.986866301,GWh,Nette,Net,Rome,41.896,12.4833,3339000.0
277.0,20200.0,Groupe EDF,EDF group,Italie,Italy,Biomasse,Biomass,Électrique,Electric,8.96440601,GWh,Nette,Net,Rome,41.896,12.4833,3339000.0
281.0,20200.0,Groupe EDF,EDF group,Italie,Italy,Divers,Various,Électrique,Electric,34.635679,GWh,Nette,Net,Rome,41.896,12.4833,3339000.0
286.0,20200.0,Groupe EDF,EDF group,Italie,Italy,Fioul,Fioul,Chaleur,Heat,0.185155,GWh,Nette,Net,Rome,41.896,12.4833,3339000.0
290.0,20200.0,Groupe EDF,EDF group,Italie,Italy,Gaz,Gas,Chaleur,Heat,2368.34503079,GWh,Nette,Net,Rome,41.896,12.4833,3339000.0
296.0,20200.0,Groupe EDF,EDF group,Italie,Italy,Autres ENR,Other Renewable Energies,Chaleur,Heat,46.3896053318,GWh,Nette,Net,Rome,41.896,12.4833,3339000.0
331.0,20190.0,Groupe EDF,EDF group,Italie,Italy,Gaz,Gas,Électrique,Electric,16182.2805906,GWh,Nette,Net,Rome,41.896,12.4833,3339000.0
339.0,20190.0,Groupe EDF,EDF group,Italie,Italy,Hydraulique,Hydraulic,Électrique,Electric,2844.35637225,GWh,Nette,Net,Rome,41.896,12.4833,3339000.0
351.0,20190.0,Groupe EDF,EDF group,Italie,Italy,Éolienne,Wind,Électrique,Electric,776.555065521,GWh,Nette,Net,Rome,41.896,12.4833,3339000.0
368.0,20190.0,Groupe EDF,EDF group,Italie,Italy,Solaire,Solar,Électrique,Electric,108.838322324,GWh,Nette,Net,Rome,41.896,12.4833,3339000.0
381.0,20190.0,Groupe EDF,EDF group,Italie,Italy,Divers,Various,Électrique,Electric,32.4342835,GWh,Nette,Net,Rome,41.896,12.4833,3339000.0
389.0,20190.0,Groupe EDF,EDF group,Italie,Italy,Gaz,Gas,Chaleur,Heat,2826.82207372,GWh,Nette,Net,Rome,41.896,12.4833,3339000.0
394.0,20190.0,Groupe EDF,EDF group,Italie,Italy,Autres ENR,Other Renewable Energies,Chaleur,Heat,28.6201900939,GWh,Nette,Net,Rome,41.896,12.4833,3339000.0
53.0,20220.0,Groupe EDF,EDF group,Mexique,Mexico,Éolienne,Wind,Électrique,Electric,439.177484854999,GWh,Nette,Net,Mexico City,19.4424,-99.131,19028000.0
54.0,20220.0,Groupe EDF,EDF group,Mexique,Mexico,Solaire,Solar,Électrique,Electric,248.086219909999,GWh,Nette,Net,Mexico City,19.4424,-99.131,19028000.0
151.0,20210.0,Groupe EDF,EDF group,Mexique,Mexico,Éolienne,Wind,Électrique,Electric,469.420227999999,GWh,Nette,Net,Mexico City,19.4424,-99.131,19028000.0
152.0,20210.0,Groupe EDF,EDF group,Mexique,Mexico,Solaire,Solar,Électrique,Electric,257.13958955,GWh,Nette,Net,Mexico City,19.4424,-99.131,19028000.0
253.0,20200.0,Groupe EDF,EDF group,Mexique,Mexico,Éolienne,Wind,Électrique,Electric,620.784,GWh,Nette,Net,Mexico City,19.4424,-99.131,19028000.0
269.0,20200.0,Groupe EDF,EDF group,Mexique,Mexico,Solaire,Solar,Électrique,Electric,261.347,GWh,Nette,Net,Mexico City,19.4424,-99.131,19028000.0
352.0,20190.0,Groupe EDF,EDF group,Mexique,Mexico,Éolienne,Wind,Électrique,Electric,651.906,GWh,Nette,Net,Mexico City,19.4424,-99.131,19028000.0
369.0,20190.0,Groupe EDF,EDF group,Mexique,Mexico,Solaire,Solar,Électrique,Electric,122.161,GWh,Nette,Net,Mexico City,19.4424,-99.131,19028000.0
55.0,20220.0,Groupe EDF,EDF group,Pologne,Poland,Charbon,Coal,Électrique,Electric,13.759272,GWh,Nette,Net,Katowice,50.2604,19.02,2746000.0
56.0,20220.0,Groupe EDF,EDF group,Pologne,Poland,Éolienne,Wind,Électrique,Electric,189.989327,GWh,Nette,Net,Katowice,50.2604,19.02,2746000.0
57.0,20220.0,Groupe EDF,EDF group,Pologne,Poland,Divers,Various,Électrique,Electric,82.4385072,GWh,Nette,Net,Katowice,50.2604,19.02,2746000.0
58.0,20220.0,Groupe EDF,EDF group,Pologne,Poland,Charbon,Coal,Chaleur,Heat,786.04784812,GWh,Nette,Net,Katowice,50.2604,19.02,2746000.0
59.0,20220.0,Groupe EDF,EDF group,Pologne,Poland,Gaz,Gas,Chaleur,Heat,66.600318,GWh,Nette,Net,Katowice,50.2604,19.02,2746000.0
60.0,20220.0,Groupe EDF,EDF group,Pologne,Poland,Divers,Various,Chaleur,Heat,105.04133736,GWh,Nette,Net,Katowice,50.2604,19.02,2746000.0
153.0,20210.0,Groupe EDF,EDF group,Pologne,Poland,Charbon,Coal,Électrique,Electric,24.9153344358,GWh,Nette,Net,Katowice,50.2604,19.02,2746000.0
154.0,20210.0,Groupe EDF,EDF group,Pologne,Poland,Éolienne,Wind,Électrique,Electric,24.8,GWh,Nette,Net,Katowice,50.2604,19.02,2746000.0
155.0,20210.0,Groupe EDF,EDF group,Pologne,Poland,Divers,Various,Électrique,Electric,79.027555,GWh,Nette,Net,Katowice,50.2604,19.02,2746000.0
156.0,20210.0,Groupe EDF,EDF group,Pologne,Poland,Charbon,Coal,Chaleur,Heat,869.8818252932,GWh,Nette,Net,Katowice,50.2604,19.02,2746000.0
157.0,20210.0,Groupe EDF,EDF group,Pologne,Poland,Gaz,Gas,Chaleur,Heat,90.284067384,GWh,Nette,Net,Katowice,50.2604,19.02,2746000.0
158.0,20210.0,Groupe EDF,EDF group,Pologne,Poland,Divers,Various,Chaleur,Heat,152.963926544,GWh,Nette,Net,Katowice,50.2604,19.02,2746000.0
222.0,20200.0,Groupe EDF,EDF group,Pologne,Poland,Charbon,Coal,Électrique,Electric,14.136894141,GWh,Nette,Net,Katowice,50.2604,19.02,2746000.0
282.0,20200.0,Groupe EDF,EDF group,Pologne,Poland,Divers,Various,Électrique,Electric,102.3455558,GWh,Nette,Net,Katowice,50.2604,19.02,2746000.0
284.0,20200.0,Groupe EDF,EDF group,Pologne,Poland,Charbon,Coal,Chaleur,Heat,866.107452218,GWh,Nette,Net,Katowice,50.2604,19.02,2746000.0
291.0,20200.0,Groupe EDF,EDF group,Pologne,Poland,Gaz,Gas,Chaleur,Heat,33.555013072,GWh,Nette,Net,Katowice,50.2604,19.02,2746000.0
293.0,20200.0,Groupe EDF,EDF group,Pologne,Poland,Divers,Various,Chaleur,Heat,135.813463,GWh,Nette,Net,Katowice,50.2604,19.02,2746000.0
322.0,20190.0,Groupe EDF,EDF group,Pologne,Poland,Charbon,Coal,Électrique,Electric,22.7432269475,GWh,Nette,Net,Katowice,50.2604,19.02,2746000.0
382.0,20190.0,Groupe EDF,EDF group,Pologne,Poland,Divers,Various,Électrique,Electric,97.9771784,GWh,Nette,Net,Katowice,50.2604,19.02,2746000.0
384.0,20190.0,Groupe EDF,EDF group,Pologne,Poland,Charbon,Coal,Chaleur,Heat,886.866425866,GWh,Nette,Net,Katowice,50.2604,19.02,2746000.0
391.0,20190.0,Groupe EDF,EDF group,Pologne,Poland,Divers,Various,Chaleur,Heat,185.5695914,GWh,Nette,Net,Katowice,50.2604,19.02,2746000.0
61.0,20220.0,Groupe EDF,EDF group,Suisse,Switzerland,Hydraulique,Hydraulic,Électrique,Electric,160.0914618,GWh,Nette,Net,Geneva,46.21,6.14,1240000.0
160.0,20210.0,Groupe EDF,EDF group,Suisse,Switzerland,Hydraulique,Hydraulic,Électrique,Electric,268.5108327,GWh,Nette,Net,Geneva,46.21,6.14,1240000.0
241.0,20200.0,Groupe EDF,EDF group,Suisse,Switzerland,Hydraulique,Hydraulic,Électrique,Electric,292.589727,GWh,Nette,Net,Geneva,46.21,6.14,1240000.0
340.0,20190.0,Groupe EDF,EDF group,Suisse,Switzerland,Hydraulique,Hydraulic,Électrique,Electric,273.28878,GWh,Nette,Net,Geneva,46.21,6.14,1240000.0
62.0,20220.0,Groupe EDF,EDF group,Royaume-Uni,United Kingdom,Nucléaire,Nuclear,Électrique,Electric,34880.0,GWh,Nette,Net,London,51.5,-0.1167,8567000.0
63.0,20220.0,Groupe EDF,EDF group,Royaume-Uni,United Kingdom,Charbon,Coal,Électrique,Electric,50.576,GWh,Nette,Net,London,51.5,-0.1167,8567000.0
64.0,20220.0,Groupe EDF,EDF group,Royaume-Uni,United Kingdom,Éolienne,Wind,Électrique,Electric,957.032754730999,GWh,Nette,Net,London,51.5,-0.1167,8567000.0
65.0,20220.0,Groupe EDF,EDF group,Royaume-Uni,United Kingdom,Solaire,Solar,Électrique,Electric,4.13888051999999,GWh,Nette,Net,London,51.5,-0.1167,8567000.0
163.0,20210.0,Groupe EDF,EDF group,Royaume-Uni,United Kingdom,Nucléaire,Nuclear,Électrique,Electric,33368.0,GWh,Nette,Net,London,51.5,-0.1167,8567000.0
164.0,20210.0,Groupe EDF,EDF group,Royaume-Uni,United Kingdom,Charbon,Coal,Électrique,Electric,490.479,GWh,Nette,Net,London,51.5,-0.1167,8567000.0
165.0,20210.0,Groupe EDF,EDF group,Royaume-Uni,United Kingdom,Gaz,Gas,Électrique,Electric,2601.427,GWh,Nette,Net,London,51.5,-0.1167,8567000.0
166.0,20210.0,Groupe EDF,EDF group,Royaume-Uni,United Kingdom,Éolienne,Wind,Électrique,Electric,881.67595550614,GWh,Nette,Net,London,51.5,-0.1167,8567000.0
167.0,20210.0,Groupe EDF,EDF group,Royaume-Uni,United Kingdom,Biomasse,Biomass,Électrique,Electric,13.7402509,GWh,Nette,Net,London,51.5,-0.1167,8567000.0
168.0,20210.0,Groupe EDF,EDF group,Royaume-Uni,United Kingdom,Divers,Various,Chaleur,Heat,1.708974,GWh,Nette,Net,London,51.5,-0.1167,8567000.0
169.0,20210.0,Groupe EDF,EDF group,Royaume-Uni,United Kingdom,Autres ENR,Other Renewable Energies,Chaleur,Heat,1.708974,GWh,Nette,Net,London,51.5,-0.1167,8567000.0
218.0,20200.0,Groupe EDF,EDF group,Royaume-Uni,United Kingdom,Nucléaire,Nuclear,Électrique,Electric,36533.6,GWh,Nette,Net,London,51.5,-0.1167,8567000.0
223.0,20200.0,Groupe EDF,EDF group,Royaume-Uni,United Kingdom,Charbon,Coal,Électrique,Electric,1161.638,GWh,Nette,Net,London,51.5,-0.1167,8567000.0
232.0,20200.0,Groupe EDF,EDF group,Royaume-Uni,United Kingdom,Gaz,Gas,Électrique,Electric,4860.719,GWh,Nette,Net,London,51.5,-0.1167,8567000.0
256.0,20200.0,Groupe EDF,EDF group,Royaume-Uni,United Kingdom,Éolienne,Wind,Électrique,Electric,1111.89660168,GWh,Nette,Net,London,51.5,-0.1167,8567000.0
278.0,20200.0,Groupe EDF,EDF group,Royaume-Uni,United Kingdom,Biomasse,Biomass,Électrique,Electric,27.4805018,GWh,Nette,Net,London,51.5,-0.1167,8567000.0
294.0,20200.0,Groupe EDF,EDF group,Royaume-Uni,United Kingdom,Divers,Various,Chaleur,Heat,3.3170086,GWh,Nette,Net,London,51.5,-0.1167,8567000.0
297.0,20200.0,Groupe EDF,EDF group,Royaume-Uni,United Kingdom,Autres ENR,Other Renewable Energies,Chaleur,Heat,3.3170086,GWh,Nette,Net,London,51.5,-0.1167,8567000.0
318.0,20190.0,Groupe EDF,EDF group,Royaume-Uni,United Kingdom,Nucléaire,Nuclear,Électrique,Electric,40825.6704,GWh,Nette,Net,London,51.5,-0.1167,8567000.0
323.0,20190.0,Groupe EDF,EDF group,Royaume-Uni,United Kingdom,Charbon,Coal,Électrique,Electric,2570.423,GWh,Nette,Net,London,51.5,-0.1167,8567000.0
332.0,20190.0,Groupe EDF,EDF group,Royaume-Uni,United Kingdom,Gaz,Gas,Électrique,Electric,6202.273,GWh,Nette,Net,London,51.5,-0.1167,8567000.0
355.0,20190.0,Groupe EDF,EDF group,Royaume-Uni,United Kingdom,Éolienne,Wind,Électrique,Electric,2046.99,GWh,Nette,Net,London,51.5,-0.1167,8567000.0
377.0,20190.0,Groupe EDF,EDF group,Royaume-Uni,United Kingdom,Biomasse,Biomass,Électrique,Electric,28.4099438,GWh,Nette,Net,London,51.5,-0.1167,8567000.0
392.0,20190.0,Groupe EDF,EDF group,Royaume-Uni,United Kingdom,Divers,Various,Chaleur,Heat,1.5710568,GWh,Nette,Net,London,51.5,-0.1167,8567000.0
395.0,20190.0,Groupe EDF,EDF group,Royaume-Uni,United Kingdom,Autres ENR,Other Renewable Energies,Chaleur,Heat,1.5710568,GWh,Nette,Net,London,51.5,-0.1167,8567000.0
66.0,20220.0,Groupe EDF,EDF group,États-Unis,United States of America,Éolienne,Wind,Électrique,Electric,12475.92442,GWh,Nette,Net,,,,
67.0,20220.0,Groupe EDF,EDF group,États-Unis,United States of America,Solaire,Solar,Électrique,Electric,2079.972,GWh,Nette,Net,,,,
170.0,20210.0,Groupe EDF,EDF group,États-Unis,United States of America,Nucléaire,Nuclear,Électrique,Electric,10105.9784,GWh,Nette,Net,,,,
171.0,20210.0,Groupe EDF,EDF group,États-Unis,United States of America,Éolienne,Wind,Électrique,Electric,10627.3083452298,GWh,Nette,Net,,,,
172.0,20210.0,Groupe EDF,EDF group,États-Unis,United States of America,Solaire,Solar,Électrique,Electric,1277.17935122426,GWh,Nette,Net,,,,
219.0,20200.0,Groupe EDF,EDF group,États-Unis,United States of America,Nucléaire,Nuclear,Électrique,Electric,16607.737788,GWh,Nette,Net,,,,
257.0,20200.0,Groupe EDF,EDF group,États-Unis,United States of America,Éolienne,Wind,Électrique,Electric,9377.013,GWh,Nette,Net,,,,
271.0,20200.0,Groupe EDF,EDF group,États-Unis,United States of America,Solaire,Solar,Électrique,Electric,529.315,GWh,Nette,Net,,,,
319.0,20190.0,Groupe EDF,EDF group,États-Unis,United States of America,Nucléaire,Nuclear,Électrique,Electric,16864.666392,GWh,Nette,Net,,,,
356.0,20190.0,Groupe EDF,EDF group,États-Unis,United States of America,Éolienne,Wind,Électrique,Electric,8951.568,GWh,Nette,Net,,,,
371.0,20190.0,Groupe EDF,EDF group,États-Unis,United States of America,Solaire,Solar,Électrique,Electric,418.635,GWh,Nette,Net,,,,
378.0,20190.0,Groupe EDF,EDF group,États-Unis,United States of America,Biomasse,Biomass,Électrique,Electric,180.826,GWh,Nette,Net,,,,
68.0,20220.0,Groupe EDF,EDF group,Viêt Nam,Vietnam,Gaz,Gas,Électrique,Electric,2536.79625,GWh,Nette,Net,Ho Chi Minh City,10.78,106.695,5314000.0
69.0,20220.0,Groupe EDF,EDF group,Viêt Nam,Vietnam,Solaire,Solar,Électrique,Electric,34.0636945,GWh,Nette,Net,Ho Chi Minh City,10.78,106.695,5314000.0
173.0,20210.0,Groupe EDF,EDF group,Viêt Nam,Vietnam,Gaz,Gas,Électrique,Electric,2205.0545625,GWh,Nette,Net,Ho Chi Minh City,10.78,106.695,5314000.0
233.0,20200.0,Groupe EDF,EDF group,Viêt Nam,Vietnam,Gaz,Gas,Électrique,Electric,2711.3158125,GWh,Nette,Net,Ho Chi Minh City,10.78,106.695,5314000.0
333.0,20190.0,Groupe EDF,EDF group,Viêt Nam,Vietnam,Gaz,Gas,Électrique,Electric,3031.752375,GWh,Nette,Net,Ho Chi Minh City,10.78,106.695,5314000.0
70.0,20220.0,Groupe EDF,EDF group,Pays-Bas,Netherlands,Gaz,Gas,Électrique,Electric,1488.1,GWh,Nette,Net,The Hague,52.08,4.27,1406000.0
174.0,20210.0,Groupe EDF,EDF group,Pays-Bas,Netherlands,Gaz,Gas,Électrique,Electric,1743.5,GWh,Nette,Net,The Hague,52.08,4.27,1406000.0
234.0,20200.0,Groupe EDF,EDF group,Pays-Bas,Netherlands,Gaz,Gas,Électrique,Electric,2513.4,GWh,Nette,Net,The Hague,52.08,4.27,1406000.0
334.0,20190.0,Groupe EDF,EDF group,Pays-Bas,Netherlands,Gaz,Gas,Électrique,Electric,2395.4,GWh,Nette,Net,The Hague,52.08,4.27,1406000.0
71.0,20220.0,Groupe EDF,EDF group,Chili,Chile,Fioul,Fioul,Électrique,Electric,85.1,GWh,Nette,Net,Santiago,-33.45,-70.667,5720000.0
72.0,20220.0,Groupe EDF,EDF group,Chili,Chile,Gaz,Gas,Électrique,Electric,799.995,GWh,Nette,Net,Santiago,-33.45,-70.667,5720000.0
73.0,20220.0,Groupe EDF,EDF group,Chili,Chile,Éolienne,Wind,Électrique,Electric,162.68215,GWh,Nette,Net,Santiago,-33.45,-70.667,5720000.0
74.0,20220.0,Groupe EDF,EDF group,Chili,Chile,Solaire,Solar,Électrique,Electric,256.96975,GWh,Nette,Net,Santiago,-33.45,-70.667,5720000.0
175.0,20210.0,Groupe EDF,EDF group,Chili,Chile,Fioul,Fioul,Électrique,Electric,261.06,GWh,Nette,Net,Santiago,-33.45,-70.667,5720000.0
176.0,20210.0,Groupe EDF,EDF group,Chili,Chile,Gaz,Gas,Électrique,Electric,378.03,GWh,Nette,Net,Santiago,-33.45,-70.667,5720000.0
177.0,20210.0,Groupe EDF,EDF group,Chili,Chile,Éolienne,Wind,Électrique,Electric,153.0923,GWh,Nette,Net,Santiago,-33.45,-70.667,5720000.0
178.0,20210.0,Groupe EDF,EDF group,Chili,Chile,Solaire,Solar,Électrique,Electric,280.2596,GWh,Nette,Net,Santiago,-33.45,-70.667,5720000.0
225.0,20200.0,Groupe EDF,EDF group,Chili,Chile,Fioul,Fioul,Électrique,Electric,88.86,GWh,Nette,Net,Santiago,-33.45,-70.667,5720000.0
235.0,20200.0,Groupe EDF,EDF group,Chili,Chile,Gaz,Gas,Électrique,Electric,462.75,GWh,Nette,Net,Santiago,-33.45,-70.667,5720000.0
258.0,20200.0,Groupe EDF,EDF group,Chili,Chile,Éolienne,Wind,Électrique,Electric,171.533,GWh,Nette,Net,Santiago,-33.45,-70.667,5720000.0
272.0,20200.0,Groupe EDF,EDF group,Chili,Chile,Solaire,Solar,Électrique,Electric,287.399,GWh,Nette,Net,Santiago,-33.45,-70.667,5720000.0
325.0,20190.0,Groupe EDF,EDF group,Chili,Chile,Fioul,Fioul,Électrique,Electric,19.74325,GWh,Nette,Net,Santiago,-33.45,-70.667,5720000.0
335.0,20190.0,Groupe EDF,EDF group,Chili,Chile,Gaz,Gas,Électrique,Electric,433.024,GWh,Nette,Net,Santiago,-33.45,-70.667,5720000.0
357.0,20190.0,Groupe EDF,EDF group,Chili,Chile,Éolienne,Wind,Électrique,Electric,178.9,GWh,Nette,Net,Santiago,-33.45,-70.667,5720000.0
372.0,20190.0,Groupe EDF,EDF group,Chili,Chile,Solaire,Solar,Électrique,Electric,281.9,GWh,Nette,Net,Santiago,-33.45,-70.667,5720000.0
75.0,20220.0,Groupe EDF,EDF group,Laos,Laos,Hydraulique,Hydraulic,Électrique,Electric,1824.0,GWh,Nette,Net,Vientiane,17.9667,102.6,754000.0
179.0,20210.0,Groupe EDF,EDF group,Laos,Laos,Hydraulique,Hydraulic,Électrique,Electric,1904.0,GWh,Nette,Net,Vientiane,17.9667,102.6,754000.0
242.0,20200.0,Groupe EDF,EDF group,Laos,Laos,Hydraulique,Hydraulic,Électrique,Electric,2024.4,GWh,Nette,Net,Vientiane,17.9667,102.6,754000.0
341.0,20190.0,Groupe EDF,EDF group,Laos,Laos,Hydraulique,Hydraulic,Électrique,Electric,2026.4,GWh,Nette,Net,Vientiane,17.9667,102.6,754000.0
76.0,20220.0,Groupe EDF,EDF group,Maroc,Morocco,Éolienne,Wind,Électrique,Electric,87.6135536931,GWh,Nette,Net,Casablanca,33.6,-7.6164,3181000.0
77.0,20220.0,Groupe EDF,EDF group,Maroc,Morocco,Autres ENR,Other Renewable Energies,Chaleur,Heat,5.55973282972181,GWh,Nette,Net,Casablanca,33.6,-7.6164,3181000.0
